7572 32
1 -0.21187052 -0.26155385 0.2733996 0.23292692 0.20344916 0.25580636 0.2268624 0.20298083 0.20648167 0.123697154 0.25482032 0.21375094 -0.08748682 -0.33225942 -0.19799843 0.29698166 0.15337336 -0.17503223 0.23474932 0.29474837 0.25649524 0.29635796 0.30691063 0.28914636 0.24957018 0.32159472 0.341188 -0.3040592 0.20419136 0.29685846 -0.27856132 0.22589783
11 -0.21617153 -0.37393725 0.29264334 0.26093107 0.18391734 0.39966837 0.19493221 0.10516167 0.32624236 -0.041981556 0.24662952 0.22010407 -0.039257985 -0.29014796 -0.30298483 0.25780755 0.20606776 0.002084118 0.26923 0.29805422 0.2793294 0.31908306 0.22572447 0.30394647 0.28060535 0.32369474 0.389555 -0.41140723 0.25003275 0.38731876 -0.37876993 0.15429698
17 -0.2571655 -0.30748254 0.22600952 0.254652 0.40271786 0.23110856 0.056911293 0.076860934 0.3468469 0.32040665 0.30095762 0.36313686 -0.28028473 -0.33742514 -0.30295658 0.18837015 0.200742 0.3098859 0.39090484 0.22089659 0.24239796 0.37297317 0.15341632 0.24060865 0.33409974 0.26526764 0.355751 -0.12279653 0.14697304 0.24636166 -0.3024681 0.39612207
31 -0.23287426 -0.28071666 0.23658775 0.2840353 0.44070363 0.22846064 0.052147888 0.15402584 0.2833623 0.19345379 0.31253132 0.365925 -0.2279934 -0.33247954 -0.24481821 0.15198275 0.33356923 0.16039301 0.35246405 0.23347463 0.26620415 0.30065328 0.14181447 0.096787706 0.3991366 0.31198692 0.2981605 -0.14679565 0.15472202 0.30407196 -0.27764732 0.40210956
15 -0.22791666 -0.24566428 0.2515262 0.18661349 0.20770428 0.18278752 0.120287575 0.24375539 0.17796457 0.15405776 0.21078603 0.25492296 -0.1349139 -0.2606093 -0.20800142 0.2595215 0.19198354 0.13131242 0.21282229 0.16202746 0.2011344 0.20523635 0.18329987 0.21094437 0.20378815 0.16932115 0.2232813 -0.23042549 0.2092134 0.25420752 -0.19108693 0.23749386
39 -0.2972306 -0.3434197 0.20373768 0.32548353 0.38140222 0.18530248 -0.08334712 0.0042529916 0.31383145 0.3447659 0.3332705 0.40812078 -0.18637124 -0.3267053 -0.35302883 0.1739132 0.2451103 0.40214336 0.44368464 0.28610533 0.17952912 0.36886644 0.22591384 0.3310199 0.4477107 0.23949979 0.41319093 -0.1312876 0.1847662 0.26800686 -0.2948062 0.4591978
27 -0.21716303 -0.25273737 0.17005001 0.21260057 0.2270479 0.16326809 0.0907093 0.19234055 0.1825707 0.15152718 0.20170204 0.24348165 -0.23514326 -0.23966146 -0.19488615 0.18811598 0.15803915 0.0015438505 0.15894884 0.23031527 0.21546426 0.22704494 0.17819518 0.3019925 0.22310257 0.23198095 0.22201851 -0.22024706 0.14322838 0.18001793 -0.20162416 0.18557663
83 -0.12984687 -0.30689406 0.26228943 0.26008058 0.27956897 0.26210558 0.09167217 0.25776598 0.25801903 0.050029468 0.24043453 0.18565935 -0.21875472 -0.25231788 -0.29369015 0.27103102 0.12778367 -0.054020323 0.1684976 0.2167411 0.22316138 0.27988067 0.28225297 0.26288787 0.29303944 0.34474102 0.32408598 -0.31559372 0.22783418 0.34187368 -0.33471265 0.27690905
100 -0.17109527 -0.30081487 0.22997403 0.29771468 0.20472698 0.22408502 0.21109556 0.16173886 0.39781192 0.2773721 0.3989298 0.40272945 -0.15412657 -0.42183965 -0.29929975 0.23573944 0.25766897 0.043778148 0.24994794 0.21840136 0.30153945 0.24837482 0.26060262 0.31229976 0.3478937 0.29155818 0.3878742 -0.16488138 0.29177377 0.30976778 -0.2473927 0.24562453
42 -0.09227273 -0.052743208 0.040131625 0.08618666 0.082373194 0.09713968 0.078347 0.09703225 0.11710738 0.11112641 0.11929603 0.091441125 -0.06287917 -0.122681566 -0.08775227 0.08658893 0.11701193 0.009605706 0.15878883 0.06462581 0.13100386 0.053434625 0.095853716 0.10492065 0.13130848 0.056828674 0.07085167 -0.0638928 0.05768833 0.07173004 -0.06224163 0.10210977
20 -0.23989433 -0.23565821 0.21194836 0.15284193 0.17248906 0.25178993 0.17047949 0.20522113 0.21963915 0.26216328 0.25999972 0.22217607 -0.1596586 -0.23552267 -0.23698425 0.13593177 0.22128342 -0.07149137 0.17934056 0.21830805 0.25254518 0.22074303 0.21978329 0.21395984 0.22329384 0.2155603 0.24416375 -0.17426501 0.22759284 0.27518284 -0.13326815 0.09913261
102 -0.13306114 -0.09775853 0.07048782 0.033380546 0.025907464 0.088519275 0.10255097 0.12126252 0.08429646 0.09220252 0.10158597 0.12821737 -0.09849101 -0.14728318 -0.060597636 0.08962335 0.07228719 -0.053254303 0.063625716 0.09826461 0.13269234 0.0863085 0.11412022 0.112943046 0.08109997 0.063976265 0.090697706 -0.032984097 0.13159461 0.10654696 -0.0636737 0.068411686
80 -0.13116293 -0.2954565 0.18222728 0.18233626 0.056737255 0.18935469 0.20661874 0.12766194 0.31115532 0.21475445 0.19407193 0.20901817 -0.13907455 -0.16452947 -0.20634179 0.26621756 0.17630072 0.06818098 0.16750723 0.117149666 0.21473242 0.21595016 0.1256062 0.22631952 0.18164977 0.14171773 0.27992514 -0.2205844 0.15030879 0.15285227 -0.1832104 0.27671352
107 -0.13237222 -0.33978376 0.20981106 0.25997487 0.30291027 0.27346522 0.14218374 0.2757777 0.2980844 0.046618734 0.24289665 0.24493662 -0.22777289 -0.2509629 -0.2863946 0.2256725 0.26377365 0.05318885 0.16317275 0.21329938 0.27152237 0.27190924 0.3354581 0.2736144 0.27206087 0.18916833 0.28449142 -0.21413246 0.23340328 0.2501887 -0.29784557 0.22898486
112 -0.2144355 -0.24977891 0.21979779 0.27072975 0.2097414 0.28387612 0.14049602 0.21822849 0.31374276 0.06613415 0.24196917 0.22418167 -0.17215584 -0.1837513 -0.19421123 0.19188505 0.19218744 -0.08266069 0.16031273 0.19684312 0.20175447 0.21803328 0.280529 0.2504982 0.30972183 0.27869493 0.2412217 -0.23260017 0.20202327 0.24549682 -0.2757138 0.23299725
